sent_id,token_id,kalimat,head,deprel
train-s2316,18,",",9,punct
train-s2316,19,diantaranya,21,case
train-s2316,20,dengan,21,case
train-s2316,21,cara,9,nmod
train-s2316,22,menguasai,21,acl
train-s2316,23,Kerajaan,22,obj
train-s2316,24,Dompu,23,flat
train-s2316,25,di,26,case
train-s2316,26,Nusa,22,obl
train-s2316,27,Tenggara,26,flat
train-s2316,28,.,3,punct
train-s2317,1,Kecelakaan,4,nsubj:pass
train-s2317,2,paling,3,advmod
train-s2317,3,terburuk,1,amod
train-s2317,4,dialami,0,root
train-s2317,5,oleh,6,case
train-s2317,6,Turkish,4,obl
train-s2317,7,Airlines,6,flat
train-s2317,8,Penerbangan,6,flat
train-s2317,9,981,8,nummod
train-s2317,10,",",6,punct
train-s2317,11,yang,12,nsubj
train-s2317,12,jatuh,6,acl
train-s2317,13,di,14,case
train-s2317,14,Perancis,12,obl
train-s2317,15,pada,17,case
train-s2317,16,3,17,nummod
train-s2317,17,Maret,12,obl
train-s2317,18,1974,17,nummod
train-s2317,19,karena,20,case
train-s2317,20,dekompresi,12,obl
train-s2317,21,ledakan,20,compound
train-s2317,22,",",6,punct
train-s2317,23,menewaskan,6,acl
train-s2317,24,346,25,nummod
train-s2317,25,orang,23,obj
train-s2317,26,.,4,punct
train-s2318,1,Ibukota,0,root
train-s2318,2,kecamatan,1,flat
train-s2318,3,yang,5,nsubj
train-s2318,4,cukup,5,advmod
train-s2318,5,besar,1,acl
train-s2318,6,di,7,case
train-s2318,7,Kabupaten,1,nmod
train-s2318,8,Malang,7,flat
train-s2318,9,antara,10,case
train-s2318,10,lain,1,acl
train-s2318,11,Lawang,10,nmod
train-s2318,12,",",13,punct
train-s2318,13,Singosari,11,conj
train-s2318,14,",",15,punct
train-s2318,15,Turen,11,conj
train-s2318,16,",",18,punct
train-s2318,17,dan,18,cc
train-s2318,18,Kepanjen,11,conj
train-s2318,19,.,1,punct
train-s2319,1,Mayoritas,2,amod
train-s2319,2,penduduk,3,nsubj
train-s2319,3,beragama,0,root
train-s2319,4,Islam,3,obj
train-s2320,1,Elektroda,4,nsubj:pass
train-s2320,2,perak,1,compound
train-s2320,3,klorida,2,compound
train-s2320,4,digunakan,0,root
train-s2320,5,untuk,6,case
train-s2320,6,struktur,4,obl
train-s2320,7,yang,8,obl
train-s2320,8,kontak,6,acl
train-s2320,9,dengan,10,case
train-s2320,10,air,8,obl
train-s2320,11,laut,10,compound
train-s2320,12,.,4,punct
train-s2321,1,Bandar,22,nsubj
train-s2321,2,Udara,1,flat
train-s2321,3,Taichung,2,flat
train-s2321,4,(,3,punct
train-s2321,5,),3,punct
train-s2321,6,",",1,punct
train-s2321,7,umumnya,8,advmod
train-s2321,8,dikenal,1,acl
train-s2321,9,sebagai,10,case
train-s2321,10,Bandar,8,obl
train-s2321,11,Udara,10,flat
train-s2321,12,Ching,10,flat
train-s2321,13,Chuan,12,flat
train-s2321,14,Kang,13,flat
train-s2321,15,Taichung,14,flat
train-s2321,16,(,12,punct
train-s2321,17,),12,punct
train-s2321,18,",",8,punct
train-s2321,19,adalah,22,cop
train-s2321,20,salah,22,det
train-s2321,21,satu,20,fixed
train-s2321,22,bandara,0,root
train-s2321,23,yang,24,nsubj:pass
train-s2321,24,terletak,22,acl
train-s2321,25,di,26,case
train-s2321,26,Kota,24,obl
train-s2321,27,Taichung,26,flat
train-s2321,28,",",26,punct
train-s2321,29,Taiwan,26,appos
train-s2321,30,untuk,31,case
train-s2321,31,tujuan,26,nmod
train-s2321,32,komersial,31,amod
train-s2321,33,dan,34,cc
train-s2321,34,militer,32,conj
train-s2321,35,.,22,punct
train-s2322,1,Kota,3,nsubj
train-s2322,2,ini,1,det
train-s2322,3,memiliki,0,root
train-s2322,4,kode,3,obj
train-s2322,5,pos,4,compound
train-s2322,6,30027,4,nummod
train-s2322,7,.,3,punct
train-s2323,1,Mungkin,3,advmod
train-s2323,2,Anda,3,nsubj
train-s2323,3,bertanya,0,root
train-s2323,4,",",3,punct
train-s2323,5,apakah,9,mark
train-s2323,6,semua,7,det
train-s2323,7,sistem,9,nsubj
train-s2323,8,sudah,9,advmod
train-s2323,9,diemulate,3,advcl
train-s2323,10,?,3,punct
train-s2324,1,Marx,2,nsubj
train-s2324,2,mendapat,0,root
train-s2324,3,gelar,2,obj
train-s2324,4,Doktor,3,compound
train-s2324,5,pada,6,case
train-s2324,6,tahun,2,obl
train-s2324,7,1841,6,nummod
train-s2324,8,dengan,9,case
train-s2324,9,tesis,2,obl
train-s2324,10,nya,9,det
train-s2324,11,yang,12,nsubj
train-s2324,12,berjudul,9,acl
train-s2324,13,',14,punct
train-s2324,14,The,12,obj
train-s2324,15,Difference,14,flat
train-s2324,16,Between,15,flat
train-s2324,17,the,16,flat
train-s2324,18,Democritean,17,flat
train-s2324,19,and,20,cc
train-s2324,20,Epicurean,17,conj
train-s2324,21,Philosophy,20,flat
train-s2324,22,of,21,flat
train-s2324,23,Nature,22,flat
train-s2324,24,',14,punct
train-s2324,25,namun,29,mark
train-s2324,26,",",25,punct
train-s2324,27,ia,29,nsubj
train-s2324,28,harus,29,advmod
train-s2324,29,menyerahkan,2,advcl
train-s2324,30,disertasi,29,obj
train-s2324,31,nya,30,det
train-s2324,32,ke,33,case
train-s2324,33,Universitas,30,nmod
train-s2324,34,Jena,33,flat
train-s2324,35,karena,37,mark
train-s2324,36,Marx,37,nsubj
train-s2324,37,menyadari,29,advcl
train-s2324,38,bahwa,46,mark
train-s2324,39,status,46,nsubj
train-s2324,40,nya,39,det
train-s2324,41,sebagai,42,case
train-s2324,42,Young,39,nmod
train-s2324,43,Hegelian,42,flat
train-s2324,44,radikal,43,amod
train-s2324,45,akan,46,advmod
train-s2324,46,diterima,37,ccomp
train-s2324,47,dengan,48,case
train-s2324,48,kesan,46,obl
train-s2324,49,buruk,48,amod
train-s2324,50,di,51,case
train-s2324,51,Berlin,48,nmod
train-s2324,52,.,2,punct
train-s2325,1,Seorang,2,det
train-s2325,2,bupati,3,nsubj
train-s2325,3,sejajar,0,root
train-s2325,4,dengan,5,case
train-s2325,5,wali,3,obl
train-s2325,6,kota,5,compound
train-s2325,7,",",3,punct
train-s2325,8,yakni,9,advmod
train-s2325,9,kepala,3,appos
train-s2325,10,daerah,9,compound
train-s2325,11,untuk,12,case
train-s2325,12,daerah,9,nmod
train-s2325,13,kota,12,compound
train-s2325,14,.,3,punct
train-s2326,1,Pada,3,case
train-s2326,2,kedua,3,nummod
train-s2326,3,ujung,7,obl
train-s2326,4,tempat,3,compound
train-s2326,5,perlombaan,4,compound
train-s2326,6,kuda,5,compound
train-s2326,7,ada,0,root
train-s2326,8,pos,7,obj
train-s2326,9,(,10,punct
train-s2326,10,termai,8,appos
train-s2326,11,),10,punct
train-s2326,12,tempat,8,compound
train-s2326,13,kereta,12,compound
train-s2326,14,berbelok,13,acl
train-s2326,15,.,7,punct
train-s2327,1,Pesertanya,0,root
train-s2327,2,bukan,4,advmod
train-s2327,3,pada,4,case
train-s2327,4,tingkat,1,nmod
train-s2327,5,propinsi,4,compound
train-s2327,6,melainkan,4,cc
train-s2327,7,pada,8,case
train-s2327,8,tingkat,4,nmod
train-s2327,9,Kota,8,compound
train-s2327,10,dan,11,cc
train-s2327,11,Karesidenan,9,conj
train-s2327,12,.,1,punct
train-s2328,1,Cerita,2,nsubj:pass
train-s2328,2,diekspresikan,0,root
train-s2328,3,bukan,2,advmod
train-s2328,4,dengan,5,case
train-s2328,5,kostum,2,obl
train-s2328,6,",",7,punct
train-s2328,7,alat,5,conj
train-s2328,8,bantu,7,compound
train-s2328,9,gerak,8,compound
train-s2328,10,-,9,punct
train-s2328,11,gerik,9,fixed
train-s2328,12,",",13,punct
train-s2328,13,perlengkapan,5,conj
train-s2328,14,panggung,13,compound
train-s2328,15,",",16,punct
train-s2328,16,latar,5,conj
train-s2328,17,belakang,16,compound
train-s2328,18,panggung,16,compound
train-s2328,19,",",20,punct
train-s2328,20,lampu,5,conj
train-s2328,21,panggung,20,compound
train-s2328,22,dan,23,cc
train-s2328,23,efek,5,conj
train-s2328,24,suara,23,compound
train-s2328,25,",",23,punct
train-s2328,26,melainkan,28,case
train-s2328,27,hanya,28,advmod
train-s2328,28,kata,2,obl
train-s2328,29,-,32,punct
train-s2328,30,kata,28,compound:plur
train-s2328,31,dan,32,cc
train-s2328,32,gerak,28,conj
train-s2328,33,-,32,punct
train-s2328,34,gerik,32,fixed
train-s2328,35,si,36,det
train-s2328,36,pencerita,28,det
train-s2328,37,.,2,punct
train-s2329,1,Namun,5,mark
train-s2329,2,kalau,5,mark
train-s2329,3,memang,5,advmod
train-s2329,4,demikian,5,advmod
train-s2329,5,adanya,15,advcl
train-s2329,6,",",5,punct
train-s2329,7,bagaimanasebuah,15,mark
train-s2329,8,argument,15,nsubj
train-s2329,9,--,8,punct
train-s2329,10,argument,8,compound:plur
train-s2329,11,kosmologis,8,amod
train-s2329,12,--,14,punct
train-s2329,13,secara,14,case
train-s2329,14,formal,15,ccomp
train-s2329,15,syah,0,root
train-s2329,16,kalau,18,mark
train-s2329,17,premis,18,nsubj
train-s2329,18,menggunakan,15,advcl
train-s2329,19,satu,20,nummod
train-s2329,20,istilah,18,obj
train-s2329,21,dengan,22,case
train-s2329,22,pengertian,20,nmod
train-s2329,23,tertentu,22,amod
train-s2329,24,dan,27,cc
train-s2329,25,dalam,26,case
train-s2329,26,kesimpulannya,27,obl
train-s2329,27,menggunakan,18,conj
train-s2329,28,istilah,27,obj
train-s2329,29,yang,30,nsubj
train-s2329,30,sama,28,amod
train-s2329,31,dengan,32,case
train-s2329,32,arti,30,nmod
train-s2329,33,yang,34,nsubj
train-s2329,34,berbeda,32,amod
train-s2329,35,sama,32,advmod
train-s2329,36,sekali,35,fixed
train-s2329,37,?,15,punct
train-s2330,1,Ketika,6,mark
train-s2330,2,perubahan,6,nsubj
train-s2330,3,evolusi,2,compound
train-s2330,4,yang,5,nsubj
train-s2330,5,signifikan,2,amod
train-s2330,6,terjadi,10,advcl
train-s2330,7,",",10,punct
train-s2330,8,teori,10,nsubj
train-s2330,9,ini,8,det
train-s2330,10,menjelaskan,0,root
train-s2330,11,bahwa,14,mark
train-s2330,12,perubahan,14,nsubj:pass
train-s2330,13,tersebut,12,det
train-s2330,14,terbatas,10,ccomp
train-s2330,15,pada,16,case
train-s2330,16,peristiwa,14,obl
train-s2330,17,spesiasi,16,compound
train-s2330,18,percabangan,17,compound
train-s2330,19,yang,20,nsubj
train-s2330,20,cepat,17,amod
train-s2330,21,dan,22,cc
train-s2330,22,jarang,20,conj
train-s2330,23,yang,24,nsubj
train-s2330,24,disebut,17,acl
train-s2330,25,kladogenesis,24,obj
train-s2330,26,.,10,punct
train-s2331,1,Tapi,11,mark
train-s2331,2,40,3,nummod
train-s2331,3,tahun,11,obl
train-s2331,4,kemudian,3,advmod
train-s2331,5,",",11,punct
train-s2331,6,gambaran,11,nsubj
train-s2331,7,ini,6,det
train-s2331,8,tiba,11,advmod
train-s2331,9,-,8,punct
train-s2331,10,tiba,8,compound:plur
train-s2331,11,berubah,0,root
train-s2331,12,.,11,punct
train-s2332,1,Lalu,2,cc
train-s2332,2,apa,0,root
train-s2332,3,hubungannya,2,compound
train-s2332,4,dengan,5,case
train-s2332,5,pembuatan,2,nmod
train-s2332,6,roti,5,compound
train-s2332,7,?,2,punct
train-s2333,1,Hal,3,nsubj
train-s2333,2,ini,1,det
train-s2333,3,memungkinan,0,root
train-s2333,4,seseorang,3,obj
train-s2333,5,dengan,6,case
train-s2333,6,komputer,4,nmod
train-s2333,7,dengan,8,case
train-s2333,8,kartu,6,nmod
train-s2333,9,nirkabel,8,amod
train-s2333,10,wireless,11,amod
train-s2333,11,card,8,flat
train-s2333,12,atau,15,cc
train-s2333,13,personal,15,amod
train-s2333,14,digital,15,amod
train-s2333,15,assistant,8,conj
train-s2333,16,(,17,punct
train-s2333,17,PDA,15,appos
train-s2333,18,),17,punct
train-s2333,19,untuk,20,case
train-s2333,20,terhubung,3,xcomp
train-s2333,21,dengan,22,case
train-s2333,22,internet,20,obl
train-s2333,23,dengan,24,case
train-s2333,24,menggunakan,20,xcomp
train-s2333,25,titik,24,obj
train-s2333,26,akses,25,compound
train-s2333,27,(,28,punct
train-s2333,28,atau,25,appos
train-s2333,29,dikenal,28,acl
train-s2333,30,dengan,31,case
train-s2333,31,hotspot,29,obl
train-s2333,32,),28,punct
train-s2333,33,terdekat,25,amod
train-s2333,34,.,3,punct
train-s2334,1,Sukajaya,3,nsubj
train-s2334,2,adalah,3,cop
train-s2334,3,desa,0,root
train-s2334,4,di,5,case
train-s2334,5,kecamatan,3,nmod
train-s2334,6,Sajira,5,flat
train-s2334,7,",",5,punct
train-s2334,8,Kabupaten,5,appos
train-s2334,9,Lebak,8,flat
train-s2334,10,",",8,punct
train-s2334,11,Banten,8,appos
train-s2334,12,",",11,punct
train-s2334,13,Indonesia,11,appos
train-s2334,14,.,3,punct
train-s2335,1,Pemerintahannya,2,nsubj
train-s2335,2,berlangsung,0,root
train-s2335,3,selama,5,case
train-s2335,4,28,5,nummod
train-s2335,5,tahun,2,obl
train-s2335,6,seperti,7,case
train-s2335,7,ayahnya,5,nmod
train-s2335,8,.,2,punct
train-s2336,1,Delapan,4,nsubj
train-s2336,2,département,1,compound
train-s2336,3,itu,2,det
train-s2336,4,membentuk,0,root
train-s2336,5,région,4,obj
train-s2336,6,administratif,5,amod
train-s2336,7,besar,5,amod
train-s2336,8,Île,5,appos
train-s2336,9,-,8,punct
train-s2336,10,de,8,flat
train-s2336,11,-,10,punct
train-s2336,12,France,10,flat
train-s2336,13,;,17,punct
train-s2336,14,kebanyakan,15,advmod
train-s2336,15,region,17,nsubj
train-s2336,16,ini,15,det
train-s2336,17,berpenduduk,4,conj
train-s2336,18,",",21,punct
train-s2336,19,dan,21,cc
train-s2336,20,terlalu,21,advmod
train-s2336,21,diperluas,4,conj
train-s2336,22,di,24,case
train-s2336,23,beberapa,24,det
train-s2336,24,tempat,21,obl
train-s2336,25,",",21,punct
train-s2336,26,pada,27,case
train-s2336,27,aire,21,obl
train-s2336,28,urbaine,27,compound
train-s2336,29,Paris,28,flat
train-s2336,30,.,4,punct
train-s2337,1,Setelah,3,case
train-s2337,2,itu,3,det
train-s2337,3,diujicoba,16,xcomp
train-s2337,4,dalam,5,case
train-s2337,5,pertempuran,3,obl
train-s2337,6,menumpas,5,acl
train-s2337,7,DI,6,obj
train-s2337,8,/,7,punct
train-s2337,9,TII,7,flat
train-s2337,10,.,3,punct
train-s2337,11,Pada,12,case
train-s2337,12,tanggal,16,obl
train-s2337,13,2,14,nummod
train-s2337,14,Agustus,12,flat
train-s2337,15,1952,14,nummod
train-s2337,16,dibentuk,0,root
train-s2337,17,lagi,16,advmod
train-s2337,18,sebanyak,20,case
train-s2337,19,2,20,nummod
train-s2337,20,kompi,16,obl
train-s2337,21,",",16,punct
train-s2337,22,yaitu,16,advmod
train-s2337,23,:,22,punct
train-s2337,24,Kemudian,26,advmod
train-s2337,25,setelah,26,advmod
train-s2337,26,ada,33,advcl
train-s2337,27,4,28,nummod
train-s2337,28,kompi,26,obj
train-s2337,29,BR,28,flat
train-s2337,30,tersebut,28,det
train-s2337,31,di,32,case
train-s2337,32,atas,28,nmod
train-s2337,33,diadakan,16,advcl
train-s2337,34,lagi,33,advmod
train-s2337,35,penambahan,33,obj
train-s2337,36,:,33,punct
train-s2337,37,Maka,39,mark
train-s2337,38,lengkap,39,amod
train-s2337,39,terbentuk,33,advcl
train-s2337,40,5,41,nummod
train-s2337,41,Kompi,39,obj
train-s2337,42,Senapan,41,flat
train-s2337,43,dan,44,cc
train-s2337,44,1,41,conj
train-s2337,45,Kompi,44,flat
train-s2337,46,Markas,45,flat
train-s2337,47,.,16,punct
train-s2338,1,Saat,5,compound
train-s2338,2,ini,1,det
train-s2338,3,",",1,punct
train-s2338,4,Padwa,5,nsubj
train-s2338,5,bermain,0,root
train-s2338,6,untuk,7,case
train-s2338,7,tim,5,obl
train-s2338,8,Sriwijaya,7,flat
train-s2338,9,FC,8,flat
train-s2338,10,.,5,punct
train-s2339,1,Saat,4,compound
train-s2339,2,ini,1,det
train-s2339,3,ia,4,nsubj
train-s2339,4,bermain,0,root
train-s2339,5,untuk,6,case
train-s2339,6,klub,4,obl
train-s2339,7,Persija,6,flat
train-s2339,8,",",4,punct
train-s2339,9,ia,11,nsubj
train-s2339,10,resmi,9,amod
train-s2339,11,bergabung,4,advcl
train-s2339,12,ke,13,case
train-s2339,13,Persija,11,obl
train-s2339,14,mulai,15,case
train-s2339,15,bulan,11,obl
train-s2339,16,Maret,15,flat
train-s2339,17,2010,16,nummod
train-s2339,18,pada,19,case
train-s2339,19,putaran,15,nmod
train-s2339,20,kedua,19,nummod
train-s2339,21,Liga,19,flat
train-s2339,22,Super,21,flat
train-s2339,23,Indonesia,22,flat
train-s2339,24,musim,19,compound
train-s2339,25,ini,24,det
train-s2339,26,.,4,punct
train-s2340,1,Hugo,2,nsubj
train-s2340,2,berkembang,0,root
train-s2340,3,menjadi,2,acl
train-s2340,4,adore,3,obj
train-s2340,5,Elektra,4,flat
train-s2340,6,.,2,punct
train-s2341,1,Pembagian,0,root
train-s2341,2,isi,1,compound
train-s2341,3,pasal,2,compound
train-s2341,4,:,1,punct
train-s2341,5,Dari,6,case
train-s2341,6,manakah,7,obl
train-s2341,7,datangnya,1,parataxis
train-s2341,8,sengketa,7,obj
train-s2341,9,dan,10,cc
train-s2341,10,pertengkaran,8,conj
train-s2341,11,di,12,case
train-s2341,12,antara,8,nmod
train-s2341,13,kamu,12,nmod
train-s2341,14,?,7,punct
train-s2342,1,Temenggung,9,nsubj
train-s2342,2,Abdul,1,flat
train-s2342,3,Rahman,2,flat
train-s2342,4,Tun,3,flat
train-s2342,5,Abdul,4,flat
train-s2342,6,Jamil,5,flat
train-s2342,7,dan,8,cc
train-s2342,8,pengikutnya,1,conj
train-s2342,9,meninggalkan,0,root
train-s2342,10,Riau,9,obj
train-s2342,11,dan,12,cc
train-s2342,12,pindah,9,conj
train-s2342,13,ke,14,case
train-s2342,14,Singapura,12,obl
train-s2342,15,pada,16,case
train-s2342,16,tahun,12,obl
train-s2342,17,1818,16,nummod
train-s2342,18,setelah,20,case
train-s2342,19,Belanda,20,nsubj
train-s2342,20,memberi,9,xcomp
train-s2342,21,dukungan,20,obj
train-s2342,22,kepada,23,case
train-s2342,23,Yang,20,obl
train-s2342,24,Dipertuan,23,flat
train-s2342,25,Muda,24,flat
train-s2342,26,Raja,25,flat
train-s2342,27,Jaafar,26,flat
train-s2342,28,.,9,punct
train-s2343,1,Protokol,3,nsubj
train-s2343,2,ini,1,det
train-s2343,3,menggunakan,0,root
train-s2343,4,skema,3,obj
train-s2343,5,pengalamatan,4,compound
train-s2343,6,yang,7,nsubj
train-s2343,7,sederhana,4,amod
train-s2343,8,yang,9,nsubj
train-s2343,9,disebut,4,acl
train-s2343,10,sebagai,11,case
train-s2343,11,alamat,9,obl
train-s2343,12,IP,11,compound
train-s2343,13,(,14,punct
train-s2343,14,IP,11,appos
train-s2343,15,Address,14,flat
train-s2343,16,),14,punct
train-s2343,17,yang,18,nsubj
train-s2343,18,mengizinkan,4,acl
train-s2343,19,hingga,23,case
train-s2343,20,beberapa,21,det
train-s2343,21,ratus,23,compound
train-s2343,22,juta,21,compound
train-s2343,23,komputer,18,obl
train-s2343,24,untuk,27,case
train-s2343,25,dapat,27,advmod
train-s2343,26,saling,27,advmod
train-s2343,27,berhubungan,23,acl
train-s2343,28,satu,27,det
train-s2343,29,sama,28,fixed
train-s2343,30,lainnya,28,fixed
train-s2343,31,di,32,case
train-s2343,32,Internet,27,obl
train-s2343,33,.,3,punct
train-s2344,1,Maher,3,nsubj
train-s2344,2,Zain,1,flat
train-s2344,3,mengumumkan,0,root
train-s2344,4,bahwa,7,mark
train-s2344,5,ia,7,nsubj
train-s2344,6,telah,7,advmod
train-s2344,7,merilis,3,ccomp
train-s2344,8,versi,7,obj
train-s2344,9,bahasa,8,compound
train-s2344,10,Indonesia,9,flat
train-s2344,11,untuk,13,case
train-s2344,12,"""",13,punct
train-s2344,13,Insya,8,nmod
train-s2344,14,Allah,13,flat
train-s2344,15,"""",13,punct
train-s2344,16,",",7,punct
train-s2344,17,setelah,18,mark
train-s2344,18,merilis,3,advcl
train-s2344,19,versi,18,obj
train-s2344,20,bahasa,19,compound
train-s2344,21,Perancis,20,flat
train-s2344,22,dan,23,cc
train-s2344,23,Arab,21,conj
train-s2344,24,bersama,18,xcomp
train-s2344,25,dengan,26,case
train-s2344,26,video,24,obl
train-s2344,27,",",18,punct
train-s2344,28,sambil,29,case
train-s2344,29,menambahkan,18,xcomp
train-s2344,30,bahwa,33,mark
train-s2344,31,itu,33,nsubj
train-s2344,32,akan,33,advmod
train-s2344,33,menjadi,29,ccomp
train-s2344,34,lagu,33,obj
train-s2344,35,di,36,case
train-s2344,36,album,34,nmod
train-s2344,37,kedua,36,nummod
train-s2344,38,.,3,punct
train-s2345,1,Posisi,7,compound
train-s2345,2,ini,1,det
train-s2345,3,kemudian,7,advmod
train-s2345,4,de,6,det
train-s2345,5,la,6,det
train-s2345,6,Rosa,7,nsubj
train-s2345,7,tempati,0,root
train-s2345,8,sampai,10,case
train-s2345,9,akhir,10,amod
train-s2345,10,tahun,7,obl
train-s2345,11,2009,10,nummod
train-s2345,12,.,7,punct
train-s2346,1,Dari,2,case
train-s2346,2,Iskandarlah,5,obl
train-s2346,3,Meriem,5,nsubj
train-s2346,4,banyak,5,advmod
train-s2346,5,berguru,0,root
train-s2346,6,dalam,7,case
train-s2346,7,seni,5,obl
train-s2346,8,suara,7,compound
train-s2346,9,.,5,punct
train-s2347,1,“,2,punct
train-s2347,2,Central,9,nsubj:pass
train-s2347,3,World,2,flat
train-s2347,4,Plaza,3,flat
train-s2347,5,”,2,punct
train-s2347,6,yang,8,nsubj:pass
train-s2347,7,baru,8,amod
train-s2347,8,direnovasi,2,acl
train-s2347,9,ditujukan,0,root
train-s2347,10,sebagai,11,case
train-s2347,11,lapangan,9,obl
train-s2347,12,terbuka,11,amod
train-s2347,13,(,14,punct
train-s2347,14,square,11,appos
train-s2347,15,),14,punct
train-s2347,16,bagi,17,case
train-s2347,17,warga,9,obl
train-s2347,18,Bangkok,17,flat
train-s2347,19,.,9,punct
train-s2348,1,Doktrin,4,nsubj
train-s2348,2,ini,1,det
train-s2348,3,juga,4,advmod
train-s2348,4,berhubungan,0,root
train-s2348,5,dengan,6,case
train-s2348,6,skema,4,obl
train-s2348,7,Calvinis,6,flat
train-s2348,8,umum,6,amod
train-s2348,9,mengenai,10,case
train-s2348,10,predestinasi,6,nmod
train-s2348,11,.,4,punct
train-s2349,1,Nanti,4,nsubj
train-s2349,2,Agung,1,flat
train-s2349,3,adalah,4,cop
train-s2349,4,desa,0,root
train-s2349,5,yang,6,nsubj
train-s2349,6,berada,4,acl
train-s2349,7,di,8,case
train-s2349,8,kecamatan,6,obl
train-s2349,9,Semidang,8,flat
train-s2349,10,Alas,9,flat
train-s2349,11,",",8,punct
train-s2349,12,Kabupaten,8,appos
train-s2349,13,Seluma,12,flat
train-s2349,14,",",12,punct
train-s2349,15,Bengkulu,12,appos
train-s2349,16,",",15,punct
train-s2349,17,Indonesia,15,appos
train-s2349,18,.,4,punct
train-s2350,1,Mohenjo,6,nsubj
train-s2350,2,-,1,punct
train-s2350,3,daro,1,flat
train-s2350,4,adalah,6,cop
train-s2350,5,sebuah,6,det
train-s2350,6,kota,0,root
train-s2350,7,yang,9,nsubj:pass
train-s2350,8,cukup,9,advmod
train-s2350,9,terlindungi,6,acl
train-s2350,10,.,6,punct
train-s2351,1,Bandar,5,nsubj
train-s2351,2,udara,1,compound
train-s2351,3,ini,1,det
train-s2351,4,hanya,5,advmod
train-s2351,5,memiliki,0,root
train-s2351,6,satu,7,nummod
train-s2351,7,landasan,5,obj
train-s2351,8,pacu,7,compound
train-s2351,9,dengan,5,case
train-s2351,10,panjang,7,amod
train-s2351,11,.,5,punct
train-s2352,1,Ketika,3,mark
train-s2352,2,Nazi,3,nsubj
train-s2352,3,bangkit,5,advcl
train-s2352,4,mereka,5,nsubj
train-s2352,5,menggunakan,0,root
train-s2352,6,Gerbang,5,obj
train-s2352,7,sebagai,8,case
train-s2352,8,simbol,5,obl
train-s2352,9,.,5,punct
train-s2353,1,Sejujurnya,6,advmod
train-s2353,2,minim,6,amod
train-s2353,3,sekali,2,advmod
train-s2353,4,yang,6,nsubj:pass
train-s2353,5,dapat,6,advmod
train-s2353,6,diketahui,0,root
train-s2353,7,tentang,8,case
train-s2353,8,sejarah,6,obl
train-s2353,9,Kerajaan,8,flat
train-s2353,10,Selaparang,9,flat
train-s2353,11,",",6,punct
train-s2353,12,terutama,17,advmod
train-s2353,13,sekali,12,advmod
train-s2353,14,tentang,15,case
train-s2353,15,awal,17,xcomp
train-s2353,16,mula,15,compound
train-s2353,17,berdirinya,6,advcl
train-s2353,18,.,6,punct
train-s2354,1,Masyarakat,17,nsubj:pass
train-s2354,2,yang,3,nsubj
train-s2354,3,berpindah,1,acl
train-s2354,4,-,3,punct
train-s2354,5,pindah,3,fixed
train-s2354,6,tempat,3,obj
train-s2354,7,tetapi,10,mark
train-s2354,8,bukan,10,advmod
train-s2354,9,di,10,case
train-s2354,10,padang,6,nmod
train-s2354,11,pasir,10,compound
train-s2354,12,atau,13,cc
train-s2354,13,daerah,10,conj
train-s2354,14,bermusim,13,compound
train-s2354,15,dingin,13,amod
train-s2354,16,",",17,punct
train-s2354,17,disebut,0,root
train-s2354,18,sebagai,19,case
train-s2354,19,kaum,17,obl
train-s2354,20,gipsi,19,compound
train-s2354,21,.,17,punct
train-s2355,1,Pertandingan,5,nsubj:pass
train-s2355,2,pertama,1,nummod
train-s2355,3,dan,4,cc
train-s2355,4,pembukaan,1,conj
train-s2355,5,dilaksanakan,0,root
train-s2355,6,pada,8,case
train-s2355,7,10,8,nummod
train-s2355,8,Februari,5,obl
train-s2355,9,2007,8,nummod
train-s2355,10,.,5,punct
train-s2356,1,Kabupaten,3,nsubj:pass
train-s2356,2,Ngada,1,flat
train-s2356,3,termasuk,0,root
train-s2356,4,daerah,3,obj
train-s2356,5,yang,7,nsubj
train-s2356,6,paling,7,advmod
train-s2356,7,miskin,4,amod
train-s2356,8,di,9,case
train-s2356,9,Indonesia,4,nmod
train-s2356,10,.,3,punct
train-s2357,1,Di,3,case
train-s2357,2,lain,3,amod
train-s2357,3,pihak,9,nmod
train-s2357,4,"""",5,punct
train-s2357,5,PPKI,9,nsubj
train-s2357,6,"""",5,punct
train-s2357,7,adalah,9,cop
train-s2357,8,sebuah,9,det
train-s2357,9,badan,0,root
train-s2357,10,yang,11,nsubj
train-s2357,11,ada,9,acl
train-s2357,12,waktu,11,obl
train-s2357,13,itu,12,det
train-s2357,14,guna,15,case
train-s2357,15,mempersiapkan,11,xcomp
train-s2357,16,hal,15,obj
train-s2357,17,-,16,punct
train-s2357,18,hal,16,compound:plur
train-s2357,19,yang,20,nsubj
train-s2357,20,perlu,16,acl
train-s2357,21,bagi,22,case
train-s2357,22,terbentuknya,20,xcomp
train-s2357,23,suatu,24,det
train-s2357,24,negara,22,obj
train-s2357,25,Indonesia,24,flat
train-s2357,26,baru,24,amod
train-s2357,27,.,9,punct
train-s2358,1,Gaya,7,compound
train-s2358,2,-,1,compound
train-s2358,3,gaya,1,compound
train-s2358,4,tipografi,1,compound
train-s2358,5,pada,6,case
train-s2358,6,Psychedelic,1,nmod
train-s2358,7,terpengaruh,0,root
train-s2358,8,oleh,9,case
train-s2358,9,Art,7,obl
train-s2358,10,Nouveau,9,flat
