sent_id,teks,token_id,token,lemma,upos,xpos,feats,head,deprel,misc,tipe_afiks
train-s1316,"Sebelumnya, Ankara dikenal dengan nama Angora atau Engürü; pada masa Romawi dikenal sebagai Ancyra; dan pada masa Hellenistik sebagai Áŋkyra.",11,pada,pada,ADP,R--,_,12,case,{'MorphInd': '^pada<r>_R--$'},Tidak Berimbuhan
train-s3492,Oh! My Lady () adalah drama televisi komedi romantis di Seoul Korea dibawah Saluran SBS. Pertama disiarkan pada 22 Maret 2010.,14,Korea,korea,PROPN,NSD,{'Number': 'Sing'},13,flat,{'MorphInd': '^korea<n>_NSD$'},Tidak Berimbuhan
train-s2894,"Dalam serial klasik Transformers ini Mirage bisa berubah menjadi mobil F1 tim Ligier, yaitu Ligier JS11 - Ford. Mobil F1 ini dikendarai oleh Jacques Laffite pada tahun 1980 - an, dan logo Citanes merupakan nama samaran untuk brand rokok Gitanes.",19,Ford,ford,PROPN,F--,_,17,flat,"{'SpaceAfter': 'No', 'MorphInd': '^ford<f>_F--$'}",Tidak Berimbuhan
train-s859,Terdapat sejumlah tokoh yang disebut sebagai Pangeran namun pangeran pertama yang definitif tidak muncul sampai abad ke - 11.,10,pertama,pertama,NUM,CO-,{'NumType': 'Card'},9,nummod,{'MorphInd': '^pertama<c>_CO-$'},Tidak Berimbuhan
train-s3266,Pippen akan memenuhi syarat untuk terpilih dalam Basketball Hall of Fame pada tahun 2010.,14,2010,2010,NUM,CC-,{'NumType': 'Card'},13,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^2010<c>_CC-$'}",Tidak Berimbuhan
train-s3159,"Sekitar 18 tahun lalu, Igor Akrapovic memulai kariernya sebagai tukang insinyur knalpot.",1,Sekitar,sekitar,ADP,D--,_,3,case,{'MorphInd': '^sekitar<d>_D--$'},Tidak Berimbuhan
train-s2665,"Band ini selain memiliki Max dan Igor Cavalera juga mengajak gitaris Marc Rizzo yang juga berasal dari Soulfly untuk bergabung plus bassist Joe Duplantier yang dikenal sebagai gitaris sekaligus vokalis di band metal asal Prancis, Gojira).",37,Gojira,gojira,PROPN,X--,_,35,appos,"{'SpaceAfter': 'No', 'MorphInd': '^gojira<x>_X--$'}",Tidak Berimbuhan
train-s2762,Kode ISOnya adalah XAU. Emas melebur dalam bentuk cair pada suhu sekitar 1000 derajat celcius.,12,suhu,suhu,NOUN,NSD,{'Number': 'Sing'},7,obl,{'MorphInd': '^suhu<n>_NSD$'},Tidak Berimbuhan
train-s331,"Tanjung adalah desa di kecamatan Tirto, Pekalongan, Jawa Tengah, Indonesia.",3,desa,desa,NOUN,NSD,{'Number': 'Sing'},0,root,{'MorphInd': '^desa<n>_NSD$'},Tidak Berimbuhan
train-s4302,"Sementara dalam film itu sendiri, scene lagu ini diawali dengan Sherina bermain piano, mengenang kebersamaannya bersama teman - temannya, kemudian ia menghampiri ibunya dan bernyanyi bersamanya.",5,sendiri,sendiri,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",3,amod,"{'SpaceAfter': 'No', 'MorphInd': '^sendiri<a>_ASP$'}",Tidak Berimbuhan
train-s2321,"Bandar Udara Taichung (), umumnya dikenal sebagai Bandar Udara Ching Chuan Kang Taichung (), adalah salah satu bandara yang terletak di Kota Taichung, Taiwan untuk tujuan komersial dan militer.",20,salah,salah,DET,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",22,det,{'MorphInd': '^salah<a>_ASP$'},Tidak Berimbuhan
train-s1740,"Ketika kabar berakhirnya perang berakhir, para interniran (buangan) di sana tidak segera dibebaskan.",15,segera,segera,ADV,D--,_,16,advmod,{'MorphInd': '^segera<d>_D--$'},Tidak Berimbuhan
train-s3918,"Letaknya yang tidak jauh dari Kebun Binatang Ragunan dan Masjid Kubah Emas, menjadikan daerah ini sangat strategis.",7,Binatang,binatang,PROPN,NSD,{'Number': 'Sing'},6,flat,{'MorphInd': '^binatang<n>_NSD$'},Tidak Berimbuhan
train-s2981,"Tahun - tahun awal ekspansi Islam digambarkan sangat buruk baik dalam bidang sosial, sejarah, maupun psikologis oleh beberapa sejarawan.",17,maupun,maupun,CCONJ,H--,_,18,cc,{'MorphInd': '^maupun<h>_H--$'},Tidak Berimbuhan
train-s626,"Rock telah dikritik oleh beberapa tokoh agama Kristen, yang telah dikutuk sebagai tidak bermoral, anti - Kristen dan bahkan setan. Namun, Christian rock mulai berkembang pada akhir 1960 - an, terutama muncul pada awal gerakan Yesus di California Selatan, dan muncul sebagai sub - genre pada 1970 - an dengan artis seperti Larry Norman, yang biasanya dianggap sebagai ""bintang"" besar pertama dari Christian rock. Genre ini sangat populer di Amerika Serikat.",10,yang,yang,PRON,S--,{'PronType': 'Rel'},12,nsubj:pass,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s2806,"Masa kepemimpinan Drs. Giat Suwarno hanya sampai tahun 1990, yang selanjutnya digantikan oleh M. Saud, BA. yang sebelumnya menjabat sebagai Kepala SMA Negeri 75 Jakarta, dan pada tahun 1993 kembali terjadi pergantian pimpinan SMA 62 dengan masuknya Dra. Aisyah Kasim menggantikan M. Saud, BA, pada tahun 1994 terjadi pergantian pimpinan SMA 62 dengan masuknya Drs. H. Sri Kuntjara HS periode 1995 - 1997, Pada Tahun 1997 terjadi pergantian pimpinan SMA 62 dengan masuknya Dra. Hj. Mastucha, M. Sc dari periode 1997 - 2001, Pada Tahun 2001 terjadi pergantian pimpinan SMA Negeri 62 dengan masuknya Dra. Hj. Dahniar masa periode 2001 - 2004, Pada Tahun 2004 terjadi pergantian pimpinan SMA Negeri 62 dengan masuknya Dra. Hj. Endang Gumilang Trimukti, M. Pd masa periode 2004 - 2007, Pada Tahun 2007 terjadi pergantian pimpinan SMA 62 dengan masuknya Dra. Endang Sulistyowati masa periode 2007 - 2010, Pada Tahun 2010 terjadi pergantian pimpinan SMA 62 dengan masuknya Drs. HM Yatim Hamid sampai 2012.",2,kepemimpinan,kepemimpinan,NOUN,NSD,{'Number': 'Sing'},1,compound,{'MorphInd': '^kepemimpinan<n>_NSD$'},Konfiks
train-s968,"Sebelumnya Kesultanan Banjar membayar upeti kepada Kesultanan Demak, tetapi pada masa Kesultanan Pajang penerus Kesultanan Demak, Kesultanan Banjar tidak lagi mengirim upeti ke Jawa. Supremasi Jawa terhadap Banjarmasin, dilakukan lagi oleh Tuban pada tahun 1615 untuk menaklukkan Banjarmasin dengan bantuan Madura (Arosbaya) dan Surabaya, tetapi gagal karena mendapat perlawanan yang sengit.",58,sengit,sengit,ADJ,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",56,amod,"{'SpaceAfter': 'No', 'MorphInd': '^sengit<a>_ASP$'}",Tidak Berimbuhan
train-s3735,The Ravens telah memenangkan 2 kejuaraan nasional American Football pada tahun 2000 dan pada tahun 2012 di Super Bowl Championships.,19,Bowl,bowl,PROPN,F--,_,18,flat,{'MorphInd': '^bowl<f>_F--$'},Tidak Berimbuhan
train-s1567,"Gunung ini mempunyai beberapa puncak, di antaranya Puncak Salak I dan Salak II. Letak astronomis puncak gunung ini ialah pada 6 ° 43 'LS dan 106 ° 44' BT. Tinggi puncak Salak I 2.211 m dan Salak II 2.180 m dpl.",45,m,m,NOUN,F--,_,42,compound,{'MorphInd': '^m<f>_F--$'},Tidak Berimbuhan
train-s820,"Adapaun hal - hal lain yang diletakkan pada beberapa bagian tubuh mayat yaitu daun ntaran (pada kening), pusuh menuh (pada lubang hidung), cermin (kedua mata), baja (pada gigi), dan pada kemaluan diletakkan dau tuwung atau terung bagi laki - laki serta bagi perempuan diletakkan dau tunjung atau teratai.",37,pada,pada,ADP,R--,_,38,case,{'MorphInd': '^pada<r>_R--$'},Tidak Berimbuhan
train-s3322,Dari hal - hal tersebut jelas bahwa lembaga kepresidenan (presiden dan wakil presiden) hanya bersifat sementara seiring pemberlakuan konstitusi sementara dan akan berakhir dengan lembaga kepresidenan menurut konstitusi tetap yang akan dibuat.,29,menurut,menurut,ADP,R--,_,30,case,{'MorphInd': '^menurut<r>_R--$'},Prefiks
train-s1865,"Dennett kemudian bertanya, ``begitu mesin kita ada di Panama, haruskah kita mengatakan bahwa keadaan yang biasa kita sebut Q masih terjadi?",21,sebut,sebut,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",17,acl,{'MorphInd': '^sebut<v>_VSA$'},Tidak Berimbuhan
train-s2365,Andara bertanya ini villa siapa?,1,Andara,andara,PROPN,X--,_,2,nsubj,{'MorphInd': '^andara<x>_X--$'},Tidak Berimbuhan
train-s3750,"Selama 7 hari, orang - orang Israel mengelilingi kota itu dengan dipimpin oleh para imam yang membawa Tabut Perjanjian dan meniup Shofar (tanduk kambing).",10,kota,kota,NOUN,NSD,{'Number': 'Sing'},9,obj,{'MorphInd': '^kota<n>_NSD$'},Tidak Berimbuhan
train-s945,Komisi Kepausan untuk Amerika Latin adalah sebuah departemen dalam Kuria Romawi.,3,untuk,untuk,ADP,R--,_,4,case,{'MorphInd': '^untuk<r>_R--$'},Tidak Berimbuhan
train-s1843,Tak dapat disangkal jika ‎ kemenangan tersebut akhirnya mengubah jalan hidup wanita ‎ kelahiran Bandung ini.,14,kelahiran,kelahiran,NOUN,NSD,{'Number': 'Sing'},12,compound,{'MorphInd': '^ke+lahir<v>+an_NSD$'},Konfiks
train-s580,"Kemiringan lereng Kabupaten Tojo Una – una dapat diklasifikasikan sebagai berikut: Kabupaten Tojo Una – una dipengaruhi oleh dua musim yang tetap, yakni Musim Barat dan Musim Timur dengan iklim tropis, curah hujan berkisar 1.200 - 4.100 mm / tahun dan temperaturnya berkisar 17 – 33º C, sedangkan kelembaban udara antara 74 % - 82 % dan kecepatan angin berkisar 3 - 6 knot.",35,curah,curah,NOUN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",37,nsubj,{'MorphInd': '^curah<v>_VSA$'},Tidak Berimbuhan
train-s2880,"Lembaga Biologi Molekul Eijkman, Jakarta, secara khusus memiliki laboratorium bioinformatika sebagai fasilitas penunjang kegiatan risetnya.",16,kegiatan,kegiatan,NOUN,NSD,{'Number': 'Sing'},14,compound,{'MorphInd': '^ke+giat<n>+an_NSD$'},Konfiks
train-s2188,Save My Soul adalah nama album musik ketiga Padi. Album ini diluncurkan pada tanggal 18 Juni 2003.,13,diluncurkan,diluncurkan,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",5,dep,{'MorphInd': '^di+luncur<v>+kan_VSP$'},Konfiks
train-s4307,"Misalnya, orang dengan kerusakan pada bagian tertentu dari otak menderita cacat tertentu yang tidak mampu mengenali wajah (prospagnosia).",14,yang,yang,PRON,S--,{'PronType': 'Rel'},17,nsubj,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s2621,RX - 78 - 2 juga menerima banyak kemunculan kameo di anime Sersan Keroro. Klasifikasi model keluaran Bandai yang sekarang juga menggunakan kepala Gundam sebagai ikon.,21,sekarang,sekarang,ADV,D--,_,16,advmod,{'MorphInd': '^sekarang<d>_D--$'},Tidak Berimbuhan
train-s4224,"Juga termasuk yang ada Serambi FM di Banda Aceh, Bpost FM Banjarmasin, Garantung FM Palangka Raya, Sumasli Sonora Purwokerto, dan Kalimaya Bhaskara Malang.",7,di,di,ADP,R--,_,8,case,{'MorphInd': '^di<r>_R--$'},Tidak Berimbuhan
train-s1421,Vertebrata yang diserang oleh parasit ini adalah mamalia.,4,oleh,oleh,ADP,R--,_,5,case,{'MorphInd': '^oleh<r>_R--$'},Tidak Berimbuhan
train-s611,"Menurut pendapat Moshaddeq, kehancuran Khilafah Islamiyah tahun 1923 merupakan akhir dari zaman peradaban Islam yang diajarkan Muhammad Saw dan dalam fase stagnan (tanpa kepemimpinan) ummat Islam akan menghadapi kegelapan (layl) dan pada masa menjelang kebangkitan Islam ke - dua ummat Islam mesti melakukan persiapan berdasarkan amsal salat malam qiyaamu llayl, yang kemudian di waktu shubuh saat matahari (amsal Nur Allah) mulai terbit dan bulan (Nur Kenabian) mulai tenggelam perjuangan ummat Islam secara aktif mulai dilaksanakan dipimpin oleh seorang pembawa Risalah diteruskan oleh Khalifah selama 700 tahun.",9,1923,1923,NUM,CC-,{'NumType': 'Card'},8,nummod,{'MorphInd': '^1923<c>_CC-$'},Tidak Berimbuhan
train-s3285,"Selain itu buku - bukunya adalah Kusni Kasdut (Gramedia, 1981), Politik Kerakyatan saduran dalam bentuk cergam dari The Discourses on Livy (Italian: Discorsi sopra la prima deca di Tito Livio) karya Niccolò Machiavelli (KPG, 1997), buku pegangan wartawan Vademekum Wartawan: Reportase Dasar (KPG, 1997), Matinya Ilmu Ekonomi 1, saduran dalam bentuk cergam dari The Death of Economics karya Paul Ormerod (KPG, 1997), Pesona Bahasa Nusantara Menjelang Abad ke - 21 (KPG, 1999), kumpulan cerpen Tawanan (PBK, 2003), terjemahan Batas Nalar: Rasionalitas dan Perilaku Manusia (KPG, 2004).",42,KPG,kpg,PROPN,X--,_,38,appos,"{'SpaceAfter': 'No', 'MorphInd': '^kpg<x>_X--$'}",Tidak Berimbuhan
train-s105,"Mengagumi Yukari, dan perlahan jatuh cinta pada sang direktur VB Rose, tak peduli walaupun Yukari sering sekali melakukan KDRT. Pemilik sekaligus desainer di VB Rose. Orang yang satu ini sangat dingin.",21,KDRT,kdrt,NOUN,X--,_,20,obj,"{'SpaceAfter': 'No', 'MorphInd': '^kdrt<x>_X--$'}",Tidak Berimbuhan
train-s354,Bentuk mahkota ditambah ke dalam bentuk bendera pada 1937 saat kerajaan Liechtenstein sadar semasa Olimpiade 1936 bahwa bendera mereka mirip bendera Haiti.,8,pada,pada,ADP,R--,_,3,case,{'MorphInd': '^pada<r>_R--$'},Tidak Berimbuhan
train-s884,Perlu adanya sebuah model diagnosa yang menyertakan keseluruhan hidup anak dan mengevaluasi hambatan - hambatan dan kesulitan anak sebagaimana juga terhadap kemampuan - kemampuan dan keterampilan - keterampilan anak sendiri.,21,terhadap,terhadap,ADP,R--,_,22,case,{'MorphInd': '^terhadap<r>_R--$'},Tidak Berimbuhan
train-s3711,"Air Tawar Timur adalah salah satu kelurahan di Kecamatan Padang Utara, Padang, Sumatera Barat, Indonesia.",4,adalah,adalah,AUX,O--,_,7,cop,{'MorphInd': '^adalah<o>_O--$'},Tidak Berimbuhan
train-s1366,"Court 1 telah menjadi tempat terjadinya berbagai kekalahan Perancis Terbuka yang mengejutkan, seperti kemenangan ronde ketiga Gustavo Kuerten yang tak diduga atas Thomas Muster tahun 1997 Thomas Muster tahun 1997, dalam karirnya menuju kemenangan pertama dari tiga kemenangan yang dicapainya; dan kekalahan Gabriela Sabatini - setelah memimpin 6 – 1, 5 – 1 dan lima poin pertandingan - atas Mary Joe Fernandez pada perempat final 1993.",65,Joe,joe,PROPN,F--,_,64,flat,{'MorphInd': '^joe<f>_F--$'},Tidak Berimbuhan
train-s675,"Mekanisme Flow control yang sudah umum digunakan adalah Stop and Wait dan Sliding window, berikut ini akan dijelaskan kedua mekanisme tersebut.",3,control,control,NOUN,F--,_,2,compound,{'MorphInd': '^control<f>_F--$'},Tidak Berimbuhan
train-s2735,"Tornado ADV pada akhirnya diperkenalkan untuk berperan sedemikian pada dasawarsa 1980 - an, dan masih digunakan sampai sekarang.",15,dan,dan,CCONJ,H--,_,17,cc,{'MorphInd': '^dan<h>_H--$'},Tidak Berimbuhan
train-s3915,Dari uraian di atas dapat dikatakan bahwa “dikatoba” berarti diislamkan.,4,atas,atas,NOUN,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",2,nmod,{'MorphInd': '^atas<a>_ASP$'},Tidak Berimbuhan
train-s552,"Terdapat sebuah papan peringatan untuk tidak merusak dan melindungi peningalan purbakala ini yang ketika itu masih memakai memomentum Ordonantie Stbl 1931 - 238 sebelum diterbitkan UU No. 5 tahun 1992 tentang benda cagar budaya Pantai Pasir Putih adalah pantai yang terletak di pelabuhan Pulau Panjang bagian Utara mempunyai pantai sepanjang 1 Km, termasuk bibir pantai yang dipakai pemukiman warga setempat, batas pantai ini dari Pagedongan samapai Pantai Muneer.",32,tentang,tentang,ADP,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",33,case,{'MorphInd': '^tentang<v>_VSA$'},Tidak Berimbuhan
train-s2287,"Pinggiran kota Wetaskiwin bagian barat laut ditempati oleh perbukitan dengan tanah berpasir (dulunya bukit pasir), selama pinggiran kota bagian tenggara sangat tipis dengan tanah lumpur.",27,tanah,tanah,NOUN,NSD,{'Number': 'Sing'},25,nmod,{'MorphInd': '^tanah<n>_NSD$'},Tidak Berimbuhan
train-s827,Beliau memulainya dari daerah Jawa Barat.,5,Jawa,jawa,PROPN,NSD,{'Number': 'Sing'},4,flat,{'MorphInd': '^jawa<n>_NSD$'},Tidak Berimbuhan
train-s502,"GameFAQs dimulai dengan nama Video Game FAQ Archive pada 5 November, 1995.",13,1995,1995,NUM,CC-,{'NumType': 'Card'},11,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^1995<c>_CC-$'}",Tidak Berimbuhan
train-s4055,Liga Utama Belarus atau Vysheyshaya Liga () adalah liga sepak bola antar klub pada tingkat tertinggi di Belarus.,9,adalah,adalah,AUX,O--,_,10,cop,{'MorphInd': '^adalah<o>_O--$'},Tidak Berimbuhan
train-s2402,"Seni ini tumbuh pesat terutama di Amerika Selatan, yang kemudian menjadi pelopor kerajinan perkamen.",10,yang,yang,PRON,S--,{'PronType': 'Rel'},12,nsubj,{'MorphInd': '^yang<s>_S--$'},Tidak Berimbuhan
train-s1706,"Sarana olah ragapun tidak luput dari pemikiran mereka, maka dibangun pula lapangan sepak bola.",6,dari,dari,ADP,R--,_,7,case,{'MorphInd': '^dari<r>_R--$'},Tidak Berimbuhan
train-s1599,"Sebagian besar dari 2000 tahun sejarahnya, Gereja telah menjadi sumber utama dari perkembangan pendidikan, ilmu pengetahuan dan ekonomi, dan menjadi penyumbang berbagai pelayanan sosial di banyak negara di seluruh dunia.",17,ilmu,ilmu,NOUN,NSD,{'Number': 'Sing'},15,conj,{'MorphInd': '^ilmu<n>_NSD$'},Tidak Berimbuhan
train-s1881,"Objek wisata yang dapat dikunjungi di Barabai adalah objek wisata sungai pegunungan Pagat Batu Benawa yang terletak 7 km dari kota Barabai, objek wisata sungai pegunungan Lok Laga yang terletak 15 km dari kota berada di kecamatan Haruyan, objek wisata air panas yang terletak 10 km dari kota yang berada di desa Hantakan File: COLLECTIE TROPENMUSEUM Djatilaan te Barabei Borneo TMnr 10008029. jpg | Jalan dengan pohon jati di Barabai di masa Hindia Belanda Berkas: COLLECTIE TROPENMUSEUM Eedafneming bij lokale inwoners te Barabai met in het midden JJ Meijer de assistent - resident van Amoetai (residentie Zuidoost Borneo) TMnr 10001594. jpg | JJ Meijer, assistent - resident Amuntai bersama warga Barabai Berkas: COLLECTIE TROPENMUSEUM Inlandse school te Barabai Zuidoost - Borneo TMnr 10002382. jpg | Inlandse school (""sekolah untuk pribumi"" di Barabai di masa Hindia Belanda",15,Benawa,benawa,PROPN,X--,_,14,flat,{'MorphInd': '^benawa<x>_X--$'},Tidak Berimbuhan
train-s2395,"Ilmu sejarah memiliki dosen berdedikasi tinggi dalam sejarah misalnya Prof. PJ Suwarno. SH, Drs. G. Moedjanto, DR FX Baskara Tulus Wardaya, SJ, Drs. H. Purwanta, M. Hum, Dra. Lucia Juningsih, M. Hum. Fakultas Sains dan Teknologi merupakan penggabungan Fakultas Teknik dan Fakultas Matematika Ilmu Pengetahuan Alam. Proses penggabungan tersebut terjadi pada 1 Agustus 2007; tanggal tersebut saat ini merupakan tanggal kelahiran FST. Ide dasar dari penggabungan FT dan FMIPA berasal dari kebutuhan akan sinerginya ilmu - ilmu dasar dengan ilmu - ilmu terapan dalam memenuhi kebutuhan dan pemberdayaan masyarakat atas sains dan teknologi Program Studi Teknik Informatika mempersiapkan mahasiswa untuk menjadi lulusan S1 yang berkompeten.",91,dari,dari,ADP,R--,_,92,case,{'MorphInd': '^dari<r>_R--$'},Tidak Berimbuhan
train-s614,"Namun, ada pula yang mengatakan bahwa setidaknya ada 2 spesies manta: yang satu berukuran besar dan suka bermigrasi, sementara yang satunya lagi berukuran lebih kecil dan lebih suka menetap.",26,berukuran,berukuran,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",3,advcl,{'MorphInd': '^ber+ukur<v>+an_VSA$'},Konfiks
train-s1854,Jangkauan keluar Gereja Advent melayani orang - orang non - Kristen dan orang Kristen dari satuan lain.,14,Kristen,kristen,PROPN,NSD,{'Number': 'Sing'},13,amod,{'MorphInd': '^kristen<n>_NSD$'},Tidak Berimbuhan
train-s1729,Penyebab dari tragedi Bubat adalah kegagalan Gajah Mada untuk memenuhi sumpahnya yang dikenal sebagai Sumpah Palapa.,13,dikenal,dikenal,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",11,acl,{'MorphInd': '^di+kenal<v>_VSP$'},Prefiks
train-s383,Apakah letak kampung Silungkang di sana juga diapit oleh bukit-bukit yang tinggi dan apakah juga hadiah dari Kerajaan di Periangan Padang Pajang?,21,Padang,padang,PROPN,NSD,{'Number': 'Sing'},20,flat,{'MorphInd': '^padang<n>_NSD$'},Tidak Berimbuhan
train-s2574,"Chicago Union Station Company (kode AAR CUST) adalah perusahan yang memiliki bangunan stasiun dan rel kereta yang memasuki Union Station di Chicago, Amerika Serikat.",15,stasiun,stasiun,NOUN,NSD,{'Number': 'Sing'},14,compound,{'MorphInd': '^stasiun<n>_NSD$'},Tidak Berimbuhan
train-s1521,"Meskipun belum ada keputusan resmi mengenai kenaikan statusnya sebagai anggota, ia tetap dipilih sebagai pemeran reguler.",13,tetap,tetap,ADV,ASP,"{'Degree': 'Pos', 'Number': 'Sing'}",14,advmod,{'MorphInd': '^tetap<a>_ASP$'},Tidak Berimbuhan
train-s3734,Salah seorang tampak berdiri di tengah lingkaran massa dengan membawa tongkat berbendera Merah Putih yang dikibarkan setengah tinggi tongkat.,2,seorang,seorang,PRON,B--,{'PronType': 'Ind'},1,fixed,{'MorphInd': '^seorang<b>_B--$'},Tidak Berimbuhan
train-s1122,"Dalam album ini, lagu Aku Cinta Dia ciptaan Adjie Soetama adalah lagu Chrisye yang sangat fenomenal dan membuat popularitas Chrisye menanjak tajam dan melambungkan namanya menjadi penyanyi tersohor se - tanah air.",32,tanah,tanah,NOUN,NSD,{'Number': 'Sing'},28,compound,{'MorphInd': '^tanah<n>_NSD$'},Tidak Berimbuhan
train-s2852,Begitu pula pada Peristiwa Permesta tahun 1957 sampai dengan tahun 1959 ditempat ini pula terjadinya pertempuran pertama antara Tentara Pusat atau TNI yang dating dari arah Selatan dan dibantu oleh masyarakat setempat yang dikomandoi oleh Kapten Daan Olii berhadapan dengan tentara Permesta dikomandoi oleh Kapten Mawikere dan Kapten Pantouw yang dating dari arah Kotamobagu dengan dibatasi oleh Sungai Ongkag yang membelah Desa Mopait sebagai pusat pertahanan masing - masing pihak. (Kapten Daan Olii tercatat pernah menjabat Bupati di Bolaang Mongondow).,61,membelah,menbelah,VERB,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",58,acl,{'MorphInd': '^meN+belah<v>_VSA$'},Prefiks
train-s3060,Ia terpilih pada tanggal 4 November 2012.,6,November,november,PROPN,NSD,{'Number': 'Sing'},4,nmod,{'MorphInd': '^november<n>_NSD$'},Tidak Berimbuhan
train-s2759,Moody's Corporation () adalah perusahaan induk dari Moody's Investors Service yang menyediakan jasa analisis keuangan dan analisis atas lembaga usaha dan lembaga pemerintah. Perusaahan ini juga memberikan peringkat atas kelayakan kredit dari peminjam dengan menggunakan peringkat standar.,21,usaha,usaha,NOUN,NSD,{'Number': 'Sing'},20,compound,{'MorphInd': '^usaha<n>_NSD$'},Tidak Berimbuhan
train-s1865,"Dennett kemudian bertanya, ``begitu mesin kita ada di Panama, haruskah kita mengatakan bahwa keadaan yang biasa kita sebut Q masih terjadi?",24,terjadi,terjadi,VERB,VSP,"{'Number': 'Sing', 'Voice': 'Pass'}",15,ccomp,"{'SpaceAfter': 'No', 'MorphInd': '^terjadi<v>_VSP$'}",Prefiks
train-s2303,Tiang - tiang yang terbuat dari bata merah dengan bahan perekat kapur dicampur putih telur ini sama sekali tidak menggunakan tulang besi.,19,tidak,tidak,PART,G--,{'Polarity': 'Neg'},20,advmod,{'MorphInd': '^tidak<g>_G--$'},Tidak Berimbuhan
train-s3158,"Selain itu, UPT - PUSKOM juga bertugas menyediakan jasa untuk mengolah daftar gaji pegawai dan EWMP. Dengan adanya kerjasama antara UNIMAL dan PT. Telekomunikasi Indonesia Provinsi Nanggroe Aceh Darussalam, maka UNIMAL yang memiliki beberapa kampus di tengah kota telah merancang sistem jaringan komputer (Local Area Network) antar gedung dengan memanfaatkan fasilitas koneksi internet (dedicated line) dan integrated information system. Software (perangkat lunak) yang digunakan oleh UPT - PUSKOM adalah microsoft base application, sistem operasi windows 2000, windows XP professional edition, dan sistem operasi linux, dengan beberapa aplikasi tambahan seperti: visio 2000 professional edition, auto CAD 2000, microsoft office 2000, adobe photosop 7.0, dan beberapa aplikasi lainnya yang ter - install di berbagai komputer client di lingkungan Kampus UNIMAL.",128,ter,ter,VERB,NSD,{'Number': 'Sing'},130,dep,{'MorphInd': '^ter<n>_NSD$'},Tidak Berimbuhan
train-s3218,PT Sampoerna Telekomunikasi Indonesia (STI atau Sampoerna Telekom) merupakan penyedia jasa telekomunikasi selular mobilitas penuh di Indonesia.,6,STI,sti,PROPN,VSA,"{'Number': 'Sing', 'Voice': 'Act'}",3,appos,{'MorphInd': '^st<f>+i_VSA$'},Tidak Berimbuhan
train-s2367,Tanaman ini tidak perlu cahaya matahari yang terlalu banyak sehingga dapat tumbuh subur di tempat - tempat yang agak terlindung.,9,banyak,banyak,ADV,B--,"{'NumType': 'Card', 'PronType': 'Ind'}",5,advmod,{'MorphInd': '^banyak<b>_B--$'},Tidak Berimbuhan
train-s319,"Bahkan pada akhir abad ke - 20, gerakan antimerokok di Jerman pasca perang tidak mencapai pengaruh kampanye antimerokok Nazi. Sentimen antitembakau ada di Jerman pada awal abad 20.",30,20,20,NUM,CC-,{'NumType': 'Card'},29,nummod,"{'SpaceAfter': 'No', 'MorphInd': '^20<c>_CC-$'}",Tidak Berimbuhan
train-s1389,"Produksi sayur - sayuran yang terbanyak adalah semangka sebanyak 48 Kw, menyusul terung 24 Kw dan kacang panjang sebanyak 8 Kw. Pada tahun 2005 produksi perkebunan rakyat yang tertinggi adalah kelapa dalam yaitu sebanyak 14.641, 98 ton, menyusul kakao 10.201, 54 ton, jambu mete 5.569, 35 ton, kelapa hibrida 2.136, 63 ton, aren / enau 1.214 ton, kopi 549, 7 ton sedangkan yang terendah produksinya adalah tanaman pala yang hanya mencapai satu ton.",2,sayur,sayur,NOUN,NSD,{'Number': 'Sing'},1,compound,{'MorphInd': '^sayur<n>_NSD$'},Tidak Berimbuhan
train-s4192,"Pada umumnya, CNS disebabkan oleh defisiensi komponen penyusun glomerular filtration barrier, terutama nefrin dan podosin.",2,umumnya,umumnya,NOUN,B--,_,5,obl,"{'SpaceAfter': 'No', 'MorphInd': '^umumnya<b>_B--$'}",Sufiks
